Rank,Word,Count,Frequency
1,en,719,0.022458222708105574
2,de,629,0.019647040449789162
3,een,594,0.018553802904888332
4,ik,538,0.016804622833047008
5,t,537,0.01677338747462127
6,is,532,0.01661721068249258
7,van,491,0.015336560987037326
8,in,429,0.013399968764641574
9,mijn,328,0.010245197563642042
10,gij,325,0.01015149148836483
11,romeo,312,0.009745431828830236
12,het,310,0.00968296111197876
13,die,305,0.00952678431985007
14,op,300,0.00937060752772138
15,dat,292,0.009120724660315478
16,niet,284,0.008870841792909574
17,mij,268,0.008371076058097766
18,u,264,0.008246134624394814
19,te,251,0.007840074964860222
20,uw,228,0.007121661721068249
21,zijn,228,0.007121661721068249
22,met,225,0.007027955645791035
23,als,225,0.007027955645791035
24,of,222,0.006934249570513822
25,dan,217,0.006778072778385132
26,the,204,0.006372013118850539
27,den,194,0.006059659534593159
28,julia,187,0.005841012025612994
29,wat,178,0.005559893799781353
30,zoo,173,0.005403717007652663
31,hij,173,0.005403717007652663
32,haar,172,0.005372481649226925
33,maar,164,0.005122598781821021
34,aan,150,0.00468530376386069
35,capulet,149,0.004654068405434952
36,zij,147,0.004591597688583477
37,o,143,0.004466656254880525
38,voor,135,0.004216773387474621
39,voedster,129,0.004029361236920194
40,door,123,0.003841949086365766
41,hier,122,0.003810713727940028
42,bij,117,0.0036545369358113385
43,dit,114,0.0035608308605341245
44,geen,113,0.0035295955021083865
45,om,110,0.003435889426831173
46,k,109,0.003404654068405435
47,nu,108,0.003373418709979697
48,hem,108,0.003373418709979697
49,dood,96,0.002998594408870842
50,ge,96,0.002998594408870842
51,nog,92,0.00287365297516789
52,er,89,0.0027799468998906765
53,to,88,0.0027487115414649385
54,komt,88,0.0027487115414649385
55,mercutio,87,0.0027174761830392005
56,naar,87,0.0027174761830392005
57,daar,86,0.0026862408246134625
58,project,85,0.0026550054661877245
59,waar,85,0.0026550054661877245
60,wel,84,0.0026237701077619865
61,ja,82,0.0025612993909105105
62,ze,82,0.0025612993909105105
63,ook,80,0.002498828674059035
64,benvolio,79,0.002467593315633297
